Neighborhood,LivArea,TotalBedrooms,SalePrice,Source
Edwards,1510,4,108000,Ames
SawyerW,1061,1,162000,Ames
SawyerW,1338,2,156500,Ames
SawyerW,2132,1,316600,Ames
SawyerW,2196,3,271900,Ames
SawyerW,1775,3,213000,Ames
SawyerW,1879,3,239900,Ames
SawyerW,2020,3,239500,Ames
SawyerW,2016,4,131000,Ames
SawyerW,1535,4,118964,Ames
SawyerW,1224,2,153337,Ames
SawyerW,2228,6,147983,Ames
SawyerW,1535,4,118858,Ames
SawyerW,1535,4,118858,Ames
SawyerW,2240,6,142953,Ames
SawyerW,1229,2,148325,Ames
SawyerW,1513,4,113722,Ames
SawyerW,2787,6,269500,Ames
SawyerW,2787,6,269500,Ames
SawyerW,2787,6,269500,Ames
CollgCr,1680,1,323262,Ames
CollgCr,1718,3,297000,Ames
CollgCr,1630,3,295493,Ames
CollgCr,1720,3,332000,Ames
CollgCr,1468,3,239900,Ames
CollgCr,1768,3,212000,Ames
CollgCr,1838,3,272500,Ames
CollgCr,1800,2,239000,Ames
CollgCr,1604,3,220000,Ames
CollgCr,1290,2,2.00E+05,Ames
CollgCr,1254,2,221800,Ames
CollgCr,1232,2,194500,Ames
CollgCr,1498,3,237000,Ames
CollgCr,1422,3,173000,Ames
SawyerW,1644,2,275000,Ames
ClearCr,1759,3,233500,Ames
ClearCr,2126,3,185000,Ames
CollgCr,1040,3,152000,Ames
CollgCr,990,3,143000,Ames
CollgCr,1764,3,231500,Ames
CollgCr,1661,3,212000,Ames
CollgCr,1463,3,207000,Ames
CollgCr,1097,3,145000,Ames
CollgCr,990,3,138000,Ames
CollgCr,1779,3,197900,Ames
CollgCr,1501,3,204000,Ames
CollgCr,1431,3,192000,Ames
CollgCr,1772,3,2.00E+05,Ames
CollgCr,1660,3,195000,Ames
CollgCr,1573,3,227000,Ames
CollgCr,1840,3,230000,Ames
CollgCr,1430,3,187100,Ames
CollgCr,1444,3,203000,Ames
CollgCr,1492,3,201000,Ames
CollgCr,1040,3,124000,Ames
CollgCr,907,3,140000,Ames
CollgCr,914,2,134900,Ames
CollgCr,1040,3,150500,Ames
CollgCr,864,3,136500,Ames
CollgCr,1268,3,143500,Ames
CollgCr,864,3,133500,Ames
CollgCr,894,2,123000,Ames
CollgCr,768,2,133900,Ames
CollgCr,768,2,133000,Ames
CollgCr,1611,3,250000,Ames
CollgCr,2184,4,254750,Ames
CollgCr,1788,3,236500,Ames
CollgCr,1872,3,261500,Ames
CollgCr,2153,3,313000,Ames
CollgCr,1725,3,198500,Ames
CollgCr,1870,3,211000,Ames
CollgCr,1513,2,220000,Ames
CollgCr,1504,3,203000,Ames
CollgCr,1828,3,279500,Ames
CollgCr,1417,3,210000,Ames
CollgCr,2034,3,219500,Ames
CollgCr,1716,2,191000,Ames
CollgCr,1212,3,178000,Ames
CollgCr,1630,3,213000,Ames
CollgCr,848,1,144000,Ames
CollgCr,848,1,140000,Ames
CollgCr,1602,3,293200,Ames
CollgCr,1728,3,190000,Ames
CollgCr,1500,3,190000,Ames
CollgCr,1476,3,173500,Ames
CollgCr,1396,3,170000,Ames
Edwards,1126,2,108000,Ames
Edwards,1486,3,167000,Ames
Edwards,816,2,1.00E+05,Ames
Edwards,1922,4,198500,Ames
Edwards,1426,3,159500,Ames
Edwards,1149,3,127000,Ames
Edwards,1125,3,125000,Ames
Edwards,1698,3,320000,Ames
Edwards,1072,2,145500,Ames
Edwards,698,2,118000,Ames
Edwards,876,3,85000,Ames
Edwards,1368,3,120000,Ames
Edwards,1529,4,98000,Ames
Edwards,864,2,99900,Ames
Edwards,944,2,82000,Ames
Edwards,1678,6,119900,Ames
Edwards,1560,2,103500,Ames
Edwards,960,3,112000,Ames
Edwards,1196,3,110000,Ames
Edwards,1298,3,122000,Ames
Edwards,1604,3,117000,Ames
SWISU,1268,3,160000,Ames
SWISU,1520,3,159434,Ames
SWISU,438,1,60000,Ames
SWISU,1489,3,139500,Ames
SWISU,3082,5,197000,Ames
SWISU,1242,3,105000,Ames
SWISU,1981,4,135000,Ames
Crawfor,1232,3,147500,Ames
SWISU,1608,3,137450,Ames
SWISU,1135,3,155000,Ames
Crawfor,1913,3,177000,Ames
SWISU,1477,3,145000,Ames
Crawfor,1228,3,137000,Ames
Crawfor,2080,3,234000,Ames
Crawfor,1567,2,205000,Ames
Crawfor,1494,3,177500,Ames
Crawfor,1308,2,160000,Ames
Crawfor,1273,2,155000,Ames
Crawfor,964,2,163500,Ames
Crawfor,1343,3,154900,Ames
Crawfor,2480,5,205000,Ames
Crawfor,1112,2,144800,Ames
Crawfor,1564,3,174500,Ames
Crawfor,1561,3,193000,Ames
Crawfor,1523,3,158000,Ames
Crawfor,1152,3,158500,Ames
Crawfor,1906,3,224000,Ames
Blueste,1032,2,115000,Ames
Blueste,1229,2,137000,Ames
Blueste,1229,2,121000,Ames
Blueste,1229,2,124000,Ames
Crawfor,1982,3,208000,Ames
Crawfor,2365,3,315000,Ames
Crawfor,1680,3,222000,Ames
IDOTRR,1344,3,147000,Ames
IDOTRR,2168,5,123000,Ames
IDOTRR,1192,3,78000,Ames
IDOTRR,1526,2,85000,Ames
IDOTRR,572,2,75000,Ames
Crawfor,1648,2,230000,Ames
IDOTRR,810,1,57625,Ames
Mitchel,2052,3,251000,Ames
Mitchel,2149,1,239686,Ames
Mitchel,1710,3,240000,Ames
Mitchel,1961,3,215000,Ames
Mitchel,926,2,156450,Ames
Mitchel,1287,2,173000,Ames
Mitchel,1734,4,126000,Ames
Mitchel,1217,3,173000,Ames
Mitchel,1595,2,152000,Ames
Timber,1344,3,137500,Ames
Timber,2036,3,375000,Ames
Timber,1620,2,315500,Ames
Timber,1692,3,224500,Ames
Timber,2036,3,410000,Ames
Timber,1641,3,316500,Ames
Timber,1466,3,201000,Ames
Timber,1412,3,175000,Ames
Timber,2237,3,204000,Ames
Timber,1479,3,213500,Ames
Timber,1296,2,220000,Ames
Timber,2014,3,170000,Ames
Timber,1838,2,315000,Ames
Timber,1978,2,425000,Ames
Mitchel,1008,3,139500,Ames
Mitchel,1771,3,115000,Ames
Mitchel,1204,2,162000,Ames
Mitchel,1224,2,165000,Ames
MeadowV,988,2,91000,Ames
Mitchel,874,3,130000,Ames
MeadowV,630,1,86000,Ames
Mitchel,1404,3,160000,Ames
MeadowV,630,1,80000,Ames
MeadowV,1344,3,97000,Ames
MeadowV,1092,3,88000,Ames
Mitchel,796,2,131900,Ames
Mitchel,1091,2,131250,Ames
Mitchel,1110,1,165500,Ames
Mitchel,833,3,112000,Ames
Mitchel,883,2,149000,Ames
Mitchel,1362,1,143000,Ames
Mitchel,1287,3,130000,Ames
Mitchel,1567,2,196000,Ames
Mitchel,1632,4,173000,Ames
NAmes,1414,3,176500,Ames
NAmes,2117,4,237500,Ames
NAmes,2112,4,206900,Ames
Gilbert,1604,3,187500,Ames
Gilbert,1470,3,165000,Ames
Gilbert,1604,3,195500,Ames
Gilbert,1638,3,192000,Ames
Gilbert,1636,3,173000,Ames
Gilbert,1384,3,177900,Ames
Gilbert,1446,3,175000,Ames
StoneBr,1593,0,286000,Ames
StoneBr,1682,1,247900,Ames
StoneBr,1337,2,180000,Ames
StoneBr,1280,2,180000,Ames
Gilbert,1604,3,181000,Ames
Gilbert,1633,3,183000,Ames
Gilbert,1658,3,188000,Ames
Gilbert,1895,3,194500,Ames
Gilbert,1709,3,185000,Ames
StoneBr,1228,2,189000,Ames
StoneBr,1337,2,188500,Ames
StoneBr,2500,5,355000,Ames
StoneBr,2504,4,325000,Ames
StoneBr,1884,2,387000,Ames
Gilbert,1474,3,115000,Ames
StoneBr,1710,2,334000,Ames
Gilbert,1488,3,133000,Ames
NWAmes,2093,3,215000,Ames
NWAmes,1688,2,226500,Ames
NWAmes,1422,3,175500,Ames
NWAmes,1260,3,181900,Ames
NWAmes,2064,3,235000,Ames
NWAmes,1782,3,220000,Ames
NWAmes,2872,4,272000,Ames
NWAmes,1211,3,161000,Ames
NWAmes,1126,3,175000,Ames
NWAmes,2044,3,185000,Ames
NWAmes,1308,3,146900,Ames
NWAmes,2840,4,292500,Ames
NWAmes,1523,3,180000,Ames
NWAmes,1444,2,159900,Ames
NWAmes,1964,4,205000,Ames
NWAmes,1178,3,157000,Ames
NWAmes,2340,4,306000,Ames
NAmes,1792,4,133000,Ames
NAmes,1054,3,151000,Ames
NAmes,936,2,111900,Ames
NAmes,864,3,123000,Ames
NAmes,864,3,111250,Ames
NAmes,1337,2,181000,Ames
BrDale,987,2,103400,Ames
BrDale,987,2,1.00E+05,Ames
BrDale,987,2,100500,Ames
BrDale,987,2,106000,Ames
BrDale,987,2,85400,Ames
BrDale,987,2,89500,Ames
BrDale,1302,3,111750,Ames
NPkVill,1069,2,140000,Ames
NPkVill,1456,4,143000,Ames
NPkVill,1055,2,148500,Ames
NAmes,892,3,110000,Ames
NridgHt,1932,2,394617,Ames
NridgHt,2332,3,426000,Ames
NridgHt,2084,2,385000,Ames
NridgHt,2713,3,446261,Ames
NridgHt,1582,3,317500,Ames
NridgHt,1710,2,372402,Ames
NridgHt,2464,4,417500,Ames
NridgHt,1950,2,383000,Ames
NridgHt,2748,4,390000,Ames
NridgHt,2790,4,460000,Ames
NridgHt,2331,3,379000,Ames
NridgHt,2088,4,250000,Ames
NridgHt,2332,4,316000,Ames
NridgHt,2470,1,615000,Ames
NridgHt,2668,3,412500,Ames
NridgHt,2046,3,284000,Ames
NridgHt,1575,2,284000,Ames
NridgHt,2649,4,421250,Ames
NridgHt,2690,4,370000,Ames
NridgHt,1866,2,336860,Ames
NridgHt,1702,1,367294,Ames
NridgHt,1367,2,192000,Ames
NridgHt,1518,1,274000,Ames
NridgHt,1684,2,266000,Ames
NridgHt,1800,2,370967,Ames
NridgHt,1342,2,234250,Ames
NridgHt,1342,2,219500,Ames
NridgHt,1626,2,155000,Ames
NridgHt,1626,2,154000,Ames
NridgHt,1358,2,207000,Ames
Blmngtn,1455,2,195000,Ames
Blmngtn,1576,2,219990,Ames
Blmngtn,1504,2,191000,Ames
Blmngtn,1266,2,159895,Ames
Blmngtn,1246,2,187687,Ames
Gilbert,1515,3,179000,Ames
Gilbert,1593,3,193000,Ames
Gilbert,1166,2,190000,Ames
Gilbert,1456,3,176000,Ames
Gilbert,1720,3,188000,Ames
Gilbert,1986,4,213000,Ames
NridgHt,1358,2,217300,Ames
Gilbert,1792,3,186500,Ames
Gilbert,1892,3,226750,Ames
Gilbert,1490,3,184000,Ames
Gilbert,1414,3,176000,Ames
Gilbert,2322,4,225000,Ames
Gilbert,1651,3,185900,Ames
NoRidge,2199,3,284500,Ames
NoRidge,2630,4,315000,Ames
NoRidge,2198,4,250000,Ames
NoRidge,2172,4,291000,Ames
NoRidge,2006,2,350000,Ames
NoRidge,2125,4,279500,Ames
NoRidge,2501,4,290000,Ames
NoRidge,2113,2,350000,Ames
NoRidge,2418,3,341000,Ames
NoRidge,2197,4,287500,Ames
NoRidge,2127,3,271000,Ames
NoRidge,1987,2,301500,Ames
Somerst,1580,3,235128,Ames
Somerst,1933,4,214000,Ames
Somerst,1574,3,232000,Ames
Somerst,1578,3,240000,Ames
Somerst,1506,2,264132,Ames
Somerst,1563,3,245000,Ames
Somerst,1428,3,227680,Ames
Somerst,1861,3,257000,Ames
Somerst,1874,3,297900,Ames
Somerst,1460,3,247000,Ames
Somerst,1372,3,212700,Ames
Somerst,1372,3,250580,Ames
Somerst,1428,3,182000,Ames
Somerst,1768,3,226700,Ames
Somerst,1992,3,250000,Ames
Somerst,1958,3,250000,Ames
Somerst,2078,3,339750,Ames
Somerst,1665,3,205950,Ames
Somerst,1660,3,256000,Ames
Somerst,1218,2,230348,Ames
Somerst,1728,3,207500,Ames
SawyerW,1080,3,141000,Ames
SawyerW,1696,3,188000,Ames
SawyerW,1663,3,192500,Ames
SawyerW,1175,3,146000,Ames
SawyerW,1114,3,159000,Ames
SawyerW,1114,3,155000,Ames
SawyerW,1640,3,173000,Ames
SawyerW,1162,3,170000,Ames
SawyerW,1609,3,182000,Ames
SawyerW,1680,3,163000,Ames
SawyerW,1679,3,193500,Ames
SawyerW,1657,3,189000,Ames
SawyerW,1677,3,190500,Ames
SawyerW,1737,3,175000,Ames
SawyerW,1294,3,179200,Ames
SawyerW,1710,3,187000,Ames
SawyerW,1617,2,193000,Ames
SawyerW,1199,2,153900,Ames
Sawyer,984,3,128000,Ames
Sawyer,912,2,144000,Ames
Sawyer,864,3,135000,Ames
Sawyer,890,3,115000,Ames
Sawyer,864,3,119916,Ames
Sawyer,912,3,142000,Ames
Veenker,1430,3,192000,Ames
Sawyer,1641,4,140000,Ames
NoRidge,2683,4,290000,Ames
NoRidge,2786,4,372500,Ames
Somerst,1391,2,196000,Ames
Somerst,1250,2,171900,Ames
Somerst,1245,1,178000,Ames
Somerst,1200,2,165000,Ames
Somerst,1392,2,146000,Ames
Somerst,1392,2,146000,Ames
Somerst,1501,3,179400,Ames
Somerst,1549,3,172900,Ames
Somerst,1638,2,3.00E+05,Ames
Somerst,1310,1,285000,Ames
Somerst,1419,2,290000,Ames
Somerst,1557,2,305000,Ames
Somerst,1709,2,328900,Ames
Somerst,1252,2,160000,Ames
Somerst,1404,3,170000,Ames
Somerst,1789,3,223000,Ames
Somerst,1586,3,170000,Ames
Somerst,1607,3,2.00E+05,Ames
Somerst,2393,2,345000,Ames
Veenker,1288,1,245500,Ames
Veenker,1239,1,217500,Ames
Veenker,1719,1,324000,Ames
Veenker,1232,3,162500,Ames
Veenker,2944,3,150000,Ames
Veenker,1671,3,290000,Ames
Somerst,1812,3,205000,Ames
NWAmes,1682,3,174000,Ames
NWAmes,1427,4,183000,Ames
NWAmes,1740,4,150000,Ames
NWAmes,1258,3,145000,Ames
NWAmes,1620,4,215000,Ames
NWAmes,1625,4,140500,Ames
NWAmes,2614,4,240000,Ames
NAmes,1464,4,141000,Ames
NAmes,912,2,147000,Ames
NAmes,925,3,135000,Ames
NAmes,1728,6,145000,Ames
NAmes,1728,6,142600,Ames
NWAmes,1656,4,135000,Ames
NWAmes,1670,4,170000,Ames
NWAmes,2715,4,299800,Ames
NWAmes,1876,4,185000,Ames
NWAmes,1632,4,173000,Ames
NAmes,999,3,178400,Ames
NWAmes,1978,4,176000,Ames
NAmes,1014,2,98000,Ames
NAmes,907,3,109008,Ames
NAmes,952,2,135750,Ames
NAmes,1128,3,155000,Ames
NAmes,1425,3,180500,Ames
NAmes,1165,3,174900,Ames
NAmes,1136,3,140000,Ames
NAmes,1092,3,145000,Ames
NAmes,1265,3,179900,Ames
NAmes,1350,3,168500,Ames
NAmes,1114,3,140000,Ames
NAmes,1053,3,145500,Ames
NAmes,1252,3,142000,Ames
NAmes,1100,3,141000,Ames
NAmes,1118,3,153000,Ames
BrkSide,720,2,72500,Ames
BrkSide,729,2,52000,Ames
BrkSide,1077,2,118000,Ames
BrkSide,906,2,87000,Ames
NAmes,1496,3,141500,Ames
NAmes,1252,3,119000,Ames
NAmes,1337,3,141500,Ames
NAmes,1661,3,165500,Ames
NAmes,1036,3,112900,Ames
NAmes,1820,4,201800,Ames
NAmes,1362,3,163000,Ames
NAmes,1144,3,139950,Ames
NAmes,1537,3,174000,Ames
NAmes,1431,3,165000,Ames
NAmes,1988,4,227000,Ames
NAmes,1098,3,135000,Ames
NAmes,1144,3,124000,Ames
NAmes,1283,3,140000,Ames
NAmes,1176,3,136500,Ames
NAmes,1440,2,185000,Ames
NAmes,1261,3,163000,Ames
NAmes,1570,3,166800,Ames
NAmes,1196,2,139000,Ames
NAmes,1392,3,166000,Ames
NAmes,1080,3,136000,Ames
NAmes,1104,3,133000,Ames
NAmes,882,2,116000,Ames
NAmes,1152,3,137500,Ames
NAmes,950,2,130000,Ames
NAmes,1790,3,180000,Ames
NAmes,952,2,139000,Ames
NAmes,773,2,110000,Ames
NAmes,1764,4,1.00E+05,Ames
NAmes,1216,2,118500,Ames
NAmes,1824,5,146000,Ames
OldTown,869,1,89900,Ames
OldTown,1159,3,114000,Ames
NAmes,1558,3,140000,Ames
OldTown,672,2,86900,Ames
OldTown,1436,3,139000,Ames
OldTown,1294,3,106250,Ames
NAmes,1716,4,171000,Ames
NAmes,1044,3,139000,Ames
NAmes,1312,3,186000,Ames
NAmes,1253,2,157000,Ames
NAmes,1081,3,148000,Ames
NAmes,2069,4,242000,Ames
NAmes,910,3,116000,Ames
NAmes,876,2,94000,Ames
NAmes,1048,3,98300,Ames
NAmes,1507,4,127000,Ames
NAmes,1256,3,159000,Ames
NAmes,1027,3,125900,Ames
NAmes,1269,3,155000,Ames
NAmes,1320,3,138000,Ames
NAmes,984,2,112500,Ames
NAmes,832,2,105500,Ames
NAmes,1278,4,127500,Ames
NAmes,1800,6,130000,Ames
NAmes,1588,3,150000,Ames
NAmes,825,2,109500,Ames
NAmes,1796,4,140000,Ames
NAmes,1611,4,167900,Ames
NAmes,1117,3,136870,Ames
OldTown,1133,3,143000,Ames
OldTown,764,2,73000,Ames
OldTown,1539,3,157500,Ames
OldTown,1323,3,122600,Ames
OldTown,1360,2,111000,Ames
OldTown,2792,5,256000,Ames
OldTown,672,2,64000,Ames
OldTown,1456,4,139500,Ames
OldTown,1594,3,118000,Ames
OldTown,2082,3,2.00E+05,Ames
OldTown,1656,2,119164,Ames
OldTown,1740,2,122250,Ames
OldTown,1027,2,120000,Ames
OldTown,1436,3,155000,Ames
OldTown,899,2,78000,Ames
OldTown,1080,3,95000,Ames
OldTown,789,2,115000,Ames
OldTown,1122,2,147000,Ames
OldTown,1499,3,140000,Ames
OldTown,407,1,46500,Ames
OldTown,928,3,112500,Ames
OldTown,901,2,107900,Ames
OldTown,1588,5,65000,Ames
OldTown,3493,3,295000,Ames
OldTown,1627,4,139500,Ames
OldTown,1416,4,153900,Ames
OldTown,1450,3,132000,Ames
OldTown,1344,4,98000,Ames
OldTown,1017,2,114000,Ames
OldTown,2350,4,130000,Ames
OldTown,2058,3,129500,Ames
OldTown,1540,3,129400,Ames
OldTown,1378,3,161000,Ames
OldTown,1912,3,163000,Ames
OldTown,1484,3,128000,Ames
OldTown,2358,4,122000,Ames
OldTown,1111,2,116900,Ames
OldTown,2775,3,325000,Ames
OldTown,1086,2,55000,Ames
OldTown,2495,5,184000,Ames
OldTown,984,2,110000,Ames
OldTown,1795,4,131500,Ames
OldTown,882,2,97000,Ames
OldTown,1093,2,115500,Ames
BrkSide,1143,2,138000,Ames
BrkSide,1668,3,108000,Ames
BrkSide,935,2,79500,Ames
BrkSide,1738,3,153000,Ames
BrkSide,784,2,109500,Ames
BrkSide,1210,3,124000,Ames
BrkSide,1290,3,106900,Ames
BrkSide,1672,3,164900,Ames
BrkSide,949,2,119000,Ames
BrkSide,1158,3,120000,Ames
BrkSide,1497,3,157000,Ames
BrkSide,1342,2,105000,Ames
BrkSide,1013,3,113000,Ames
BrkSide,1216,3,115000,Ames
BrkSide,896,2,79000,Ames
BrkSide,1136,2,123000,Ames
BrkSide,808,1,81300,Ames
BrkSide,1573,3,162900,Ames
BrkSide,2009,4,150000,Ames
OldTown,1902,4,123500,Ames
OldTown,1774,2,129900,Ames
BrkSide,1362,3,128000,Ames
BrkSide,520,1,68500,Ames
BrkSide,1285,2,127000,Ames
BrkSide,1848,4,207000,Ames
BrkSide,1820,4,184000,Ames
BrkSide,1716,4,162500,Ames
BrkSide,1505,3,145000,Ames
BrkSide,838,2,130000,Ames
OldTown,1984,5,160000,Ames
OldTown,1666,3,161000,Ames
OldTown,1609,3,127500,Ames
IDOTRR,768,1,93850,Ames
IDOTRR,1536,4,136000,Ames
IDOTRR,1969,4,141000,Ames
IDOTRR,1308,2,120000,Ames
IDOTRR,1040,2,127500,Ames
IDOTRR,1236,3,127000,Ames
IDOTRR,1406,3,89500,Ames
OldTown,825,2,125000,Ames
OldTown,1198,4,79900,Ames
IDOTRR,759,1,85000,Ames
IDOTRR,1344,3,82375,Ames
IDOTRR,1469,3,135000,Ames
Sawyer,1054,3,124000,Ames
Sawyer,1211,3,134000,Ames
Sawyer,1271,4,135000,Ames
ClearCr,1588,4,134432,Ames
Edwards,1355,4,127500,Ames
Sawyer,1075,3,148000,Ames
Sawyer,1040,3,129500,Ames
Sawyer,1096,3,157500,Ames
Sawyer,904,3,109900,Ames
Sawyer,992,3,145000,Ames
Sawyer,894,3,130000,Ames
Sawyer,1034,3,153000,Ames
Sawyer,1073,3,120000,Ames
Sawyer,1126,2,152000,Ames
Sawyer,1258,0,108959,Ames
Sawyer,1140,3,95541,Ames
Sawyer,1006,3,80000,Ames
Sawyer,1228,3,149350,Ames
Sawyer,960,3,144900,Ames
Sawyer,1188,1,185000,Ames
Sawyer,1383,3,165000,Ames
ClearCr,1252,1,235000,Ames
Sawyer,1601,3,140000,Ames
Sawyer,672,2,108000,Ames
ClearCr,1721,3,145000,Ames
Sawyer,1350,2,152400,Ames
Sawyer,904,3,144000,Ames
ClearCr,1291,2,173000,Ames
ClearCr,2022,4,192000,Ames
ClearCr,1524,3,245000,Ames
ClearCr,1363,2,241500,Ames
ClearCr,1663,2,256000,Ames
Edwards,1357,2,177000,Ames
Edwards,1079,2,125600,Ames
Edwards,1094,3,155000,Ames
ClearCr,2358,5,240000,Ames
Edwards,1518,2,260000,Ames
Edwards,1674,4,185000,Ames
Edwards,2108,4,235000,Ames
Edwards,1509,3,159900,Ames
Edwards,864,2,99600,Ames
Edwards,1269,3,134500,Ames
Edwards,1367,4,119000,Ames
Edwards,1347,3,107500,Ames
Edwards,1164,3,125000,Ames
Edwards,1096,2,79000,Ames
Edwards,1111,3,95000,Ames
SawyerW,2329,4,262280,Ames
SawyerW,2814,4,260000,Ames
SawyerW,1626,3,226500,Ames
SawyerW,2200,4,225000,Ames
SawyerW,2037,3,229000,Ames
CollgCr,1356,3,177439,Ames
CollgCr,1615,3,248500,Ames
CollgCr,2276,3,475000,Ames
CollgCr,1766,3,395039,Ames
SawyerW,2097,3,228000,Ames
SawyerW,1511,3,225000,Ames
ClearCr,1643,2,195000,Ames
ClearCr,1688,4,2.00E+05,Ames
CollgCr,990,3,155000,Ames
CollgCr,1099,3,144000,Ames
CollgCr,990,3,145000,Ames
CollgCr,1418,3,226001,Ames
CollgCr,1771,3,215700,Ames
CollgCr,1652,3,207500,Ames
CollgCr,1790,3,193000,Ames
CollgCr,1724,3,188000,Ames
CollgCr,1479,3,191000,Ames
CollgCr,1494,3,221000,Ames
CollgCr,1792,3,231500,Ames
CollgCr,1823,3,235000,Ames
CollgCr,1786,3,223500,Ames
CollgCr,938,3,130250,Ames
CollgCr,985,3,149900,Ames
CollgCr,1174,3,158000,Ames
CollgCr,1026,3,147000,Ames
CollgCr,1076,3,143195,Ames
CollgCr,1558,2,163000,Ames
CollgCr,924,3,110000,Ames
CollgCr,864,3,127000,Ames
CollgCr,780,2,124900,Ames
CollgCr,1795,3,230000,Ames
CollgCr,2031,3,237000,Ames
CollgCr,1865,3,235000,Ames
CollgCr,2161,3,230500,Ames
CollgCr,1852,3,230000,Ames
CollgCr,2031,3,222500,Ames
CollgCr,2263,3,287000,Ames
CollgCr,1947,3,274000,Ames
CollgCr,1786,3,3.00E+05,Ames
CollgCr,2290,4,255900,Ames
CollgCr,1768,3,224900,Ames
CollgCr,2327,4,240000,Ames
CollgCr,1640,3,183000,Ames
CollgCr,1764,3,207000,Ames
CollgCr,1908,4,210000,Ames
CollgCr,848,1,136500,Ames
CollgCr,848,1,145000,Ames
CollgCr,1493,3,208900,Ames
CollgCr,1838,2,185000,Ames
CollgCr,1536,3,214000,Ames
CollgCr,1710,3,208500,Ames
CollgCr,1445,3,186500,Ames
CollgCr,1436,3,210000,Ames
CollgCr,1582,3,185900,Ames
CollgCr,1234,3,179900,Ames
CollgCr,1564,3,218836,Ames
CollgCr,1361,3,193000,Ames
CollgCr,1456,3,189000,Ames
CollgCr,848,1,149300,Ames
CollgCr,848,1,141000,Ames
CollgCr,848,1,149000,Ames
CollgCr,848,1,144500,Ames
Edwards,796,2,85000,Ames
Edwards,2200,4,145900,Ames
Edwards,1092,3,123000,Ames
Edwards,1256,3,147500,Ames
Edwards,1033,3,165000,Ames
Edwards,1127,3,135000,Ames
Edwards,996,3,108000,Ames
Edwards,1181,3,137500,Ames
Edwards,1656,3,165400,Ames
Edwards,1117,3,147000,Ames
Edwards,1398,3,160500,Ames
Edwards,1132,2,176000,Ames
Edwards,3820,5,284700,Ames
Edwards,5642,3,160000,Ames
Edwards,1072,2,148000,Ames
Edwards,1152,2,82000,Ames
Edwards,1152,2,82000,Ames
Edwards,1440,4,118000,Ames
Edwards,1152,2,82500,Ames
Edwards,784,2,91900,Ames
Edwards,1053,2,120000,Ames
Edwards,1137,4,96000,Ames
Edwards,930,2,99000,Ames
Edwards,1200,3,130500,Ames
Edwards,1470,4,135000,Ames
Edwards,1393,3,135500,Ames
Edwards,1204,3,1.00E+05,Ames
Edwards,1292,3,108000,Ames
Edwards,864,2,98000,Ames
Edwards,864,2,67000,Ames
SWISU,1716,6,135900,Ames
SWISU,1482,4,140000,Ames
SWISU,2192,4,179500,Ames
SWISU,1694,4,136500,Ames
SWISU,1424,2,168000,Ames
SWISU,1964,4,130000,Ames
SWISU,2601,4,189000,Ames
SWISU,1920,4,161900,Ames
Crawfor,1316,2,145000,Ames
Crawfor,2555,3,191000,Ames
Crawfor,1680,4,177000,Ames
Crawfor,1264,3,147500,Ames
SWISU,790,2,91000,Ames
Crawfor,1512,3,231000,Ames
SWISU,1639,3,115000,Ames
Crawfor,1603,4,138000,Ames
Crawfor,1502,3,149000,Ames
Crawfor,1660,3,188700,Ames
Crawfor,1938,4,198000,Ames
Crawfor,1374,3,110000,Ames
Crawfor,1091,2,104000,Ames
Crawfor,1873,4,257076,Ames
Crawfor,3447,4,381000,Ames
Crawfor,1954,3,311500,Ames
Crawfor,2161,3,263400,Ames
Crawfor,1898,3,236500,Ames
Crawfor,1640,3,224000,Ames
Blueste,1032,2,116500,Ames
Blueste,1556,3,151000,Ames
IDOTRR,919,2,126000,Ames
IDOTRR,1090,3,120000,Ames
IDOTRR,796,2,55000,Ames
IDOTRR,816,2,120500,Ames
IDOTRR,778,2,120500,Ames
IDOTRR,1200,4,119000,Ames
IDOTRR,1656,3,126000,Ames
IDOTRR,912,2,99500,Ames
IDOTRR,1955,4,165500,Ames
IDOTRR,733,2,13100,Ames
IDOTRR,1361,2,89000,Ames
IDOTRR,1317,3,40000,Ames
IDOTRR,1049,2,80900,Ames
IDOTRR,894,2,81000,Ames
IDOTRR,864,3,65000,Ames
Crawfor,1652,2,392500,Ames
Crawfor,1648,2,294464,Ames
Crawfor,1646,2,250000,Ames
Crawfor,1646,2,275000,Ames
Mitchel,2032,3,3.00E+05,Ames
Mitchel,1689,3,271000,Ames
Mitchel,1820,3,213000,Ames
Mitchel,1118,3,171000,Ames
Mitchel,1279,3,171500,Ames
Mitchel,1872,4,1.00E+05,Ames
Mitchel,1689,3,228500,Ames
Timber,1786,3,228950,Ames
Timber,1501,2,241500,Ames
Timber,2898,2,287000,Ames
Timber,1537,3,294000,Ames
Timber,1646,3,293077,Ames
Timber,1780,3,264966,Ames
Timber,1442,3,172500,Ames
Timber,1394,3,167500,Ames
Timber,1612,3,218689,Ames
Timber,1495,3,150000,Ames
Timber,1651,3,184000,Ames
Timber,1256,3,180000,Ames
Timber,1509,3,175000,Ames
Timber,1440,3,232500,Ames
Timber,1675,3,195000,Ames
Timber,2262,4,305000,Ames
Timber,1728,3,298751,Ames
Timber,1964,3,370000,Ames
Mitchel,1344,2,209200,Ames
Mitchel,1344,2,206300,Ames
Mitchel,1092,2,146000,Ames
Mitchel,1189,2,160500,Ames
Mitchel,1200,3,173000,Ames
MeadowV,1040,3,124000,Ames
MeadowV,1304,3,115000,Ames
